normalizedGenre,title,decade,author,numOfActs,percentNEUTRAL,percentPOSITIVE,percentNEGATIVE,percentSKIP,percentSPEECH
NotStated,Семейная картина,1840,Островский,0,52.8205128205128,4.61538461538462,14.3589743589744,27.1794871794872,1.02564102564103
Comedy,"Хороша и дурна, и глупа и умна",1830,Ленский,0,51.9266055045872,12.1100917431193,14.1284403669725,19.8165137614679,2.01834862385321
Comedy,Светский случай,1820,Хмельницкий,0,63.6138613861386,9.65346534653465,14.1089108910891,12.6237623762376,0
Tragedy,Димитрий Донской,1800,Озеров,5,50.1353946706888,2.1860231271996,14.0868275515334,33.5917546505782,0
NotStated,Сонный порошок или похищенная крестьянка,1800,Крылов,3,55.1467209690894,9.99676274018379,13.9519632414369,19.2353801169591,1.66917293233083
NotStated,Дитя Аллаха,1910,Гумилёв,0,54.0178571428571,6.69642857142857,13.8392857142857,23.6607142857143,1.78571428571429
Comedy,Фантазия,1850,Прутков,0,56.7647058823529,9.70588235294118,13.8235294117647,17.9411764705882,1.76470588235294
Tragedy,Царь Борис,1870,Толстой,5,59.6079926477121,4.48428212175363,13.7386862111838,20.2626738317534,1.90636518759699
NotStated,Снегурочка,1870,Островский,5,38.2674243163685,12.5281875661185,13.6244413508341,33.6670316228539,1.91291514382495
NotStated,Не сошлись характерами!,1850,Островский,0,63.7075718015666,6.26631853785901,13.5770234986945,14.621409921671,1.82767624020888
NotStated,Завтрак у предводителя,1840,Тургенев,0,69.1973969631237,2.60303687635575,13.4490238611714,11.0629067245119,3.68763557483731
NotStated,Вечер в Сорренте,1850,Тургенев,0,65.0442477876106,7.52212389380531,13.2743362831858,13.2743362831858,0.884955752212389
Comedy,Недоросль,1780,Фонвизин,5,58.9100728655026,6.37499636752973,13.2222622835106,20.3578537917298,1.13481469172729
NotStated,Мария,1930,Бабель,0,72.3214285714286,3.39285714285714,13.2142857142857,10,1.07142857142857
Comedy,Поездка в Кронштадт,1820,Писарев,3,57.0557214451604,8.86217193147886,13.1780955873365,20.3887928475387,0.515218188485515
Comedy,Воздушные замки,1810,Хмельницкий,0,54.5112781954887,10.9022556390977,13.1578947368421,20.3007518796993,1.12781954887218
NotStated,Актеон,1910,Гумилёв,0,57.1428571428571,4.76190476190476,13.0952380952381,22.6190476190476,2.38095238095238
Comedy,Взаимные испытания,1820,Хмельницкий,0,62.7272727272727,10.9090909090909,13.030303030303,12.1212121212121,1.21212121212121
NotStated,Лакейская,1840,Гоголь,0,66.6666666666667,6.41025641025641,12.8205128205128,12.8205128205128,1.28205128205128
Comedy,"Неудачный примиритель, или Без обеду домой поеду",1780,Княжнин,3,71.6310201251836,5.9852810008452,12.7943858255142,8.58316292946643,1.00615011899059
NotStated,Незнакомка,1900,Блок,0,60.7329842931937,12.0418848167539,12.565445026178,13.6125654450262,1.04712041884817
